Reporter,Reporter Code,Partner Name,Partner Code,Tariff Indicator Name,Tariff Indicator Code,Product,Product Code,1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994]
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030281 -- (2012-) -- Dogfish and other sharks,30281,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030282 -- (2012-) -- Rays and skates (Rajidae),30282,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030283 -- (2012-) -- Toothfish (Dissostichus spp.),30283,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030284 -- (2012-) -- Seabass (Dicentrarchus spp.),30284,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030285 -- (2012-) -- Seabream (Sparidae),30285,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030289 -- (2012-) -- Other,30289,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030290 -- (2012-) - Livers and roes,30290,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030310 -- (-2001) - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), excluding livers and roes",30310,0,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030311 -- (2002-) -- Sockeye salmon (red salmon) (Oncorhynchus nerka),30311,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030312 -- (2012-) -- Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",30312,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030313 -- (2012-) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),30313,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030314 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",30314,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030319 -- (2002-) -- Other,30319,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030321 -- (-2011) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",30321,..,..,0,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030322 -- (-2011) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),30322,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030323 -- (2012-) -- Tilapias (Oreochromis spp.),30323,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030324 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",30324,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030325 -- (2012-) -- Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)",30325,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030326 -- (2012-) -- Eels (Anguilla spp.),30326,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030329 -- -- Other,30329,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030331 -- -- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",30331,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030332 -- -- Plaice (Pleuronectes platessa),30332,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030333 -- -- Sole (Solea spp.),30333,0.323323697,0.31957379,0.311206996,0.298407197,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030334 -- (2012-) -- Turbots (Psetta maxima),30334,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030339 -- -- Other,30339,0.557400286,0.573122323,0.567642689,0.584773183,0.6249699,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030341 -- -- Albacore or longfinned tunas (Thunnus alalunga),30341,..,..,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030342 -- -- Yellowfin tunas (Thunnus albacares),30342,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030343 -- -- Skipjack or strip-bellied bonito,30343,0,0,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030344 -- (2002-) -- Bigeye tunas (Thunnus obesus),30344,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030345 -- (2002-) -- Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",30345,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030346 -- (2002-) -- Southern bluefin tunas (Thunnus maccoyii),30346,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030349 -- -- Other,30349,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030350 -- (-2006)  - Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",30350,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030351 -- (2007-) -- Herrings (Clupea harengus, Clupea pallasii)",30351,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030352 -- (2007-2011) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",30352,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030353 -- (2012-) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",30353,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030354 -- (2012-) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",30354,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030355 -- (2012-) -- Jack and horse mackerel (Trachurus spp.),30355,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030356 -- (2012-) -- Cobia (Rachycentron canadum),30356,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030357 -- (2012-) -- Swordfish (Xiphias gladius),30357,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030360 -- (-2006)  - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",30360,..,..,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030361 -- (2007-2011) -- Swordfish (Xiphias gladius),30361,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030362 -- (2007-2011) -- Toothfish (Dissostichus spp.),30362,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030363 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",30363,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030364 -- (2012-) -- Haddock (Melanogrammus aeglefinus),30364,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030365 -- (2012-) -- Coalfish (Pollachius virens),30365,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030366 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)",30366,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030367 -- (2012-) -- Alaska Pollack (Theragra chalcogramma),30367,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030368 -- (2012-) -- Blue whitings (Micromesistius poutassou, Micromesistius australis)",30368,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030369 -- (2012-) -- Other,30369,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030371 -- (-2011) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",30371,..,..,..,..,2.452502966,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030372 -- (-2011) -- Haddock (Melanogrammus aeglefinus),30372,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030373 -- (-2011) -- Coalfish (Pollachius virens),30373,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030374 -- (-2011) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",30374,0,..,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030375 -- (-2011) -- Dogfish and other sharks,30375,0.428591996,..,0.373120695,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030376 -- (-2011) -- Eels (Anguilla spp.),30376,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030377 -- (-2011) -- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",30377,0.364097387,0.481534511,0.437493294,0.400004387,0.32229811,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030378 -- (-2011) -- Hake (Merluccius spp., Urophycis spp.)",30378,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030379 -- (-2011) -- Other,30379,0.309475899,0.291872263,0.288743347,0.291404307,0.308972508,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030380 -- (-2011) - Livers and roes,30380,7.5,7.5,7.5,7.5,7.5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030381 -- (2012-) -- Dogfish and other sharks,30381,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030382 -- (2012-) -- Rays and skates (Rajidae),30382,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030383 -- (2012-) -- Toothfish (Dissostichus spp.),30383,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030384 -- (2012-) -- Seabass (Dicentrarchus spp.),30384,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030389 -- (2012-) -- Other,30389,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030390 -- (2012-) - Livers and roes,30390,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030410 -- (-2006)  - Fresh or chilled,30410,0.803534508,0.744067013,0.88674736,0.816144288,0.77578038,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030411 -- (2007-2011) -- Swordfish (Xiphias gladius),30411,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030412 -- (2007-2011) -- Toothfish (Dissostichus spp.),30412,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030419 -- (2007-2011) -- Other,30419,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030420 -- (-2006)  - Frozen fillets,30420,0.589244306,0.549064994,0.676391244,0.617096245,0.605833769,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030421 -- (2007-2011) -- Swordfish (Xiphias gladius),30421,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030422 -- (2007-2011) -- Toothfish (Dissostichus spp.),30422,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030429 -- (2007-2011) -- Other,30429,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030431 -- (2012-) -- Tilapias (Oreochromis spp.),30431,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030432 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",30432,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030433 -- (2012-) -- Nile Perch (Lates niloticus),30433,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030439 -- (2012-) -- Other,30439,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030441 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Huchohucho)",30441,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030442 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",30442,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030443 -- (2012-) -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",30443,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030444 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",30444,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030445 -- (2012-) -- Swordfish (Xiphias gladius),30445,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030446 -- (2012-) -- Toothfish (Dissostichus spp.),30446,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030449 -- (2012-) -- Other,30449,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030451 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Ang",30451,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030452 -- (2012-) -- Salmonidae,30452,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030453 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",30453,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030454 -- (2012-) -- Swordfish (Xiphias gladius),30454,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030455 -- (2012-) -- Toothfish (Dissostichus spp.),30455,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030459 -- (2012-) -- Other,30459,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030461 -- (2012-) -- Tilapias (Oreochromis spp.),30461,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030462 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",30462,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030463 -- (2012-) -- Nile Perch (Lates niloticus),30463,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030469 -- (2012-) -- Other,30469,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030471 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",30471,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030472 -- (2012-) -- Haddock (Melanogrammus aeglefinus),30472,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030473 -- (2012-) -- Coalfish (Pollachius virens),30473,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030474 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)",30474,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030475 -- (2012-) -- Alaska Pollack (Theragra chalcogramma),30475,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030479 -- (2012-) -- Other,30479,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030481 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Huchohucho)",30481,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030482 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",30482,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030483 -- (2012-) -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",30483,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030484 -- (2012-) -- Swordfish (Xiphias gladius),30484,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030485 -- (2012-) -- Toothfish (Dissostichus spp.),30485,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030486 -- (2012-) -- Herrings (Clupea harengus, Clupea pallasii)",30486,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030487 -- (2012-) -- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",30487,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030489 -- (2012-) -- Other,30489,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030490 -- (-2006)  - Other,30490,3,3,3,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030491 -- (2007-) -- Swordfish (Xiphias gladius),30491,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030492 -- (2007-) -- Toothfish (Dissostichus spp.),30492,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030493 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Ang",30493,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030494 -- (2012-) -- Alaska Pollack (Theragra chalcogramma),30494,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030495 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",30495,..,..,..,..,..,..
